Ativo,DataPregao,Abertura,Fechamento,PrecoMin,PrecoMax,Volume
ODPVF150,2025-10-07,0.83,0.83,0.83,0.83,1
ELETV3,2025-10-07,0.06,0.06,0.06,0.06,1
TAEEK335,2025-10-07,3.09,2.95,2.95,3.09,3
EGIEW383,2025-10-07,0.37,0.31,0.25,0.37,224
JHSFW660,2025-10-07,0.41,0.42,0.41,0.47,5
ALPAJ102,2025-10-07,0.02,0.03,0.02,0.03,4
BLMO11,2025-10-07,83.34,88.99,82.5,88.99,4
BEEFJ790,2025-10-07,0.31,0.32,0.22,0.32,16
TEXA34,2025-10-07,64.09,63.33,63.33,64.3,13
EQTLK400W1,2025-10-07,0.06,0.05,0.05,0.06,2
EQTLK318,2025-10-07,4.18,4.18,4.18,4.18,1
BEEFH701,2025-10-07,1.1,1.05,1.05,1.13,3
CPLEK996,2025-10-07,2.55,2.48,2.48,2.55,3
TAEEW34,2025-10-07,0.16,0.13,0.13,0.16,2
EGIEK438,2025-10-07,0.4,0.49,0.32,0.5,37
RADLK175,2025-10-07,1.69,1.62,1.62,1.69,8
CSNAJ940W2,2025-10-07,0.01,0.01,0.01,0.01,1
S1NP34,2025-10-07,640.76,635.52,630.5,640.76,5
Z2SC34,2025-10-07,54.16,52.1,51.45,54.16,6
BEEFV701,2025-10-07,0.46,0.38,0.38,0.46,9
BEEFJ681,2025-10-07,0.13,0.15,0.09,0.15,7
JHSFV597,2025-10-07,0.06,0.04,0.04,0.06,3
CSNAK959,2025-10-07,0.14,0.14,0.14,0.14,1
EGIEK428,2025-10-07,0.78,0.76,0.59,0.86,165
ENGIV495,2025-10-07,1.4,1.4,1.4,1.4,1
EGIEW428,2025-10-07,2.08,1.87,1.79,2.16,148
EZTCK185,2025-10-07,0.1,0.1,0.1,0.1,1
LEVEW280,2025-10-07,0.99,0.99,0.99,0.99,1
HOSI11,2025-10-07,84.3,85,84.3,85,3
CTSA4,2025-10-07,2.35,2.35,2.35,2.35,5
CSNAV779,2025-10-07,0.05,0.05,0.05,0.05,1
SCAR3F,2025-10-07,21.15,21.27,21.12,21.99,195
EDFO11,2025-10-07,111.01,115,111.01,115.02,6
EGIEJ446,2025-10-07,0.02,0.02,0.02,0.02,1
SAPRV336,2025-10-07,0.1,0.1,0.09,0.1,3
CPFEV372,2025-10-07,0.15,0.16,0.15,0.16,2
SMFTV253,2025-10-07,1.24,1.23,1.23,1.24,3
TAEEJ361,2025-10-07,0.94,0.85,0.85,0.94,11
ELETJ562,2025-10-07,1.33,1.02,0.95,1.33,31
CPLEJ115,2025-10-07,0.43,0.2,0.2,0.43,11
W1MB34,2025-10-07,337.28,338.84,337.28,340.68,35
TUPYW115,2025-10-07,0.18,0.18,0.18,0.18,1
RADLJ163,2025-10-07,2.13,2.13,2.13,2.13,1
CSNAV740W2,2025-10-07,0.01,0.01,0.01,0.01,3
BEEFK645,2025-10-07,0.54,0.56,0.48,0.56,4
EQTLJ388,2025-10-07,0.02,0.02,0.02,0.02,3
VULCV209,2025-10-07,0.36,0.39,0.36,0.39,4
VULCV199,2025-10-07,0.09,0.09,0.09,0.09,1
ELETK510,2025-10-07,2.72,2.57,2.57,2.72,16
ALPAK117,2025-10-07,0.07,0.1,0.07,0.1,2
L2PL34,2025-10-07,94.23,94.23,94.23,94.23,1
CMIGL131,2025-10-07,0.09,0.08,0.08,0.09,6
UNIPL790,2025-10-07,2,2,2,2,1
BRKMV940,2025-10-07,2.71,2.71,2.71,2.71,1
CSNAW859,2025-10-07,0.42,0.48,0.42,0.5,6
BEEFJ571,2025-10-07,0.97,0.92,0.91,1.01,42
CSNAQ800,2025-10-07,0.6,0.54,0.53,0.6,63
BRKMW520,2025-10-07,0.1,0.1,0.09,0.1,7
SAPRJ381,2025-10-07,0.05,0.03,0.03,0.05,5
DAYM11,2025-10-07,4.39,4.39,4.37,4.39,76
ELETK464,2025-10-07,5.92,5.9,5.9,5.92,2
ELETV515,2025-10-07,0.06,0.06,0.06,0.06,2
Y2PF34,2025-10-07,131.17,129.61,128.96,131.17,6
ENGIV486,2025-10-07,0.27,0.51,0.27,0.51,3
CSNAX700,2025-10-07,0.1,0.1,0.1,0.1,1
ELETV44,2025-10-07,0.03,0.03,0.03,0.03,1
BRKMJ650,2025-10-07,0.47,0.39,0.39,0.47,3
PNVLJ965,2025-10-07,0.03,0.03,0.03,0.03,6
MDIAJ278,2025-10-07,0.34,0.34,0.34,0.34,1
CMIGO115,2025-10-07,0.32,0.32,0.32,0.32,1
EURO11,2025-10-07,263.97,264,263.97,266,12
MDIAV285,2025-10-07,1.28,1.45,1.28,1.45,3
CLSC3,2025-10-07,98.42,98.42,98.42,98.42,1
ELETX469,2025-10-07,0.56,0.55,0.55,0.56,4
HRDF11,2025-10-07,4.54,4.51,4.51,4.54,9
ROMIA900,2025-10-07,0.25,0.24,0.24,0.25,12
RANIJ832,2025-10-07,0.48,0.38,0.36,0.48,4
BEEFK785,2025-10-07,0.08,0.08,0.08,0.08,2
TOTSJ422,2025-10-07,2.05,2.05,2.05,2.05,1
EQTLM348,2025-10-07,0.9,0.9,0.9,0.9,1
M2PR34,2025-10-07,84.15,84.15,84.15,84.15,1
EGIEV390W4,2025-10-07,0.2,0.2,0.2,0.2,1
EQTLJ368,2025-10-07,0.18,0.13,0.13,0.18,16
CPLEK138,2025-10-07,0.04,0.04,0.04,0.04,1
ELETJ592,2025-10-07,0.14,0.14,0.14,0.14,1
CPFEV369,2025-10-07,0.12,0.09,0.09,0.13,5
SMFTW228,2025-10-07,0.42,0.42,0.42,0.42,1
CSNAV780W2,2025-10-07,0.02,0.01,0.01,0.02,3
W1BO34,2025-10-07,16.82,16.82,16.82,16.82,1
EQTLW360,2025-10-07,1.19,1.19,1.19,1.21,3
ELETW49,2025-10-07,0.84,0.84,0.84,0.84,10
RZLC11,2025-10-07,1003.08,1003.08,1003.08,1003.08,1
CPLEX119,2025-10-07,0.19,0.23,0.19,0.23,4
ELETV552,2025-10-07,0.4,0.51,0.4,0.51,12
CSNAX850,2025-10-07,0.51,0.51,0.51,0.51,1
BRKMW410,2025-10-07,0.04,0.04,0.04,0.04,1
CMIGV123,2025-10-07,0.49,0.58,0.49,0.58,11
EGIEK426,2025-10-07,0.72,0.85,0.67,0.96,21
EQTLK390,2025-10-07,0.25,0.23,0.23,0.25,4
CSNAW739,2025-10-07,0.12,0.12,0.12,0.12,1
N1WG34,2025-10-07,78.16,77.68,77.68,78.16,3
BRKMV650,2025-10-07,0.2,0.2,0.2,0.2,1
BEEFJ521,2025-10-07,1.46,1.46,1.46,1.46,1
JHSFJ707,2025-10-07,0.04,0.04,0.04,0.04,2
ELETV478,2025-10-07,0.05,0.05,0.05,0.05,1
BRKMV700W2,2025-10-07,0.42,0.29,0.28,0.42,6
BEEFW715,2025-10-07,0.6,0.62,0.6,0.62,2
CPFEK397,2025-10-07,0.74,0.75,0.74,0.75,2
MDIAK310,2025-10-07,0.4,0.4,0.4,0.4,1
WTSP11,2025-10-07,58.75,58.75,58.75,58.75,3
EGIEJ405W2,2025-10-07,0.27,0.27,0.27,0.27,1
GRNDJ590,2025-10-07,0.01,0.01,0.01,0.01,1
RADLX158,2025-10-07,0.28,0.28,0.28,0.28,1
ELETT540,2025-10-07,1.7,1.67,1.65,1.7,4
RADLJ185W4,2025-10-07,0.82,0.68,0.68,0.82,2
UNIPK730,2025-10-07,4.57,3.95,3.95,4.57,2
VULCW196,2025-10-07,0.67,0.67,0.67,0.67,1
COCE3F,2025-10-07,33.9,33.9,33.9,33.9,1
CSNAM800,2025-10-07,0.31,0.35,0.31,0.35,2
ELETW5,2025-10-07,0.75,0.73,0.73,0.75,2
TOTSW448,2025-10-07,2.13,2.01,1.99,2.13,3
TAEEX366,2025-10-07,0.76,0.69,0.69,0.76,3
BRKMJ760,2025-10-07,0.06,0.07,0.06,0.08,8
PSKY34,2025-10-07,100.57,98,98,100.57,3
V2EE34,2025-10-07,54.25,54.25,54.25,54.25,1
CSNAW117,2025-10-07,3.1,3.11,3.1,3.11,3
MULTK291,2025-10-07,0.63,0.63,0.63,0.63,1
ROMIW830,2025-10-07,0.38,0.41,0.38,0.41,7
TAEEX361,2025-10-07,0.53,0.52,0.52,0.53,2
N1UE34,2025-10-07,60.41,60.41,60.41,60.41,1
EQTLV373,2025-10-07,1.59,1.59,1.59,1.59,2
ROMIX770,2025-10-07,0.14,0.14,0.14,0.14,1
ONDV11,2025-10-07,10,10,10,10,4
BEEFV681,2025-10-07,0.23,0.26,0.23,0.26,2
BEEFV680W2,2025-10-07,0.2,0.2,0.2,0.2,1
MULTJ311,2025-10-07,0.01,0.01,0.01,0.01,1
CMIGX114W4,2025-10-07,0.61,0.61,0.61,0.61,1
ELETL56,2025-10-07,0.94,0.95,0.94,1.01,8
RADLL233,2025-10-07,0.21,0.18,0.18,0.21,6
CMIGP100,2025-10-07,0.07,0.07,0.07,0.07,3
ENGIJ541,2025-10-07,0.03,0.03,0.03,0.03,1
CMIGJ110W4,2025-10-07,0.2,0.19,0.19,0.2,3
BRKMC900,2025-10-07,0.32,0.26,0.26,0.32,2
CSNAW979,2025-10-07,1.2,1.2,1.15,1.2,28
BRKMJ720W4,2025-10-07,0.17,0.2,0.17,0.2,2
ELETK55,2025-10-07,2.29,2.24,2.2,2.33,18
EZTCK177,2025-10-07,0.26,0.26,0.26,0.26,1
ELETK54,2025-10-07,2.78,2.78,2.78,2.78,1
RADLL203,2025-10-07,0.75,0.73,0.73,0.75,2
JHSFK680,2025-10-07,0.07,0.09,0.07,0.09,5
HBORW390,2025-10-07,0.59,0.59,0.59,0.59,1
BRKMJ820,2025-10-07,0.02,0.03,0.02,0.03,3
ELETJ465,2025-10-07,10.25,10.24,10.24,10.25,4
ELETK514,2025-10-07,4.74,4.68,4.6,4.74,3
EGIEX440,2025-10-07,1.3,1.3,1.3,1.3,1
BRKMJ940,2025-10-07,0.02,0.01,0.01,0.02,2
ELETW472,2025-10-07,0.17,0.16,0.16,0.17,2
MULTJ246,2025-10-07,3.05,3,3,3.05,5
CSNAK939,2025-10-07,0.21,0.23,0.21,0.23,3
KEVE11,2025-10-07,850.02,850.02,850.02,850.02,1
TAEEW335,2025-10-07,0.1,0.1,0.1,0.1,1
BRKMW760,2025-10-07,1.1,1.1,1.1,1.1,1
UBSG34,2025-10-07,217.8,217.8,217.8,217.8,1
M1KC34,2025-10-07,89.9,89.9,89.9,89.9,5
ALPAL159,2025-10-07,0.03,0.03,0.03,0.03,1
VLIDW206,2025-10-07,0.69,0.69,0.69,0.69,1
BEEFL791,2025-10-07,0.13,0.13,0.13,0.13,1
GRNDK510,2025-10-07,0.22,0.21,0.21,0.22,2
CSNAK889,2025-10-07,0.41,0.43,0.41,0.43,2
ELETV6,2025-10-07,0.1,0.1,0.1,0.1,1
MYPKK133,2025-10-07,0.02,0.04,0.02,0.04,13
BRKMW580,2025-10-07,0.19,0.19,0.19,0.19,1
CSNAW949,2025-10-07,0.9,0.9,0.9,0.9,1
ELETV493,2025-10-07,0.09,0.09,0.09,0.09,1
MULTL271,2025-10-07,1.95,1.95,1.95,1.95,1
ELETJ466,2025-10-07,7.1,7.1,7.1,7.1,1
ELETJ7,2025-10-07,2.37,2.37,2.37,2.37,1
LEVEV275,2025-10-07,0.38,0.38,0.38,0.38,1
N1VS34,2025-10-07,70.35,70.35,70.35,70.35,1
ELETK605,2025-10-07,0.14,0.13,0.13,0.14,2
PLRI11,2025-10-07,9.71,9.71,9.71,9.71,1
HBORW30,2025-10-07,0.07,0.07,0.07,0.07,1
VULCJ229,2025-10-07,0.02,0.02,0.02,0.02,1
XPCI11,2025-10-07,84.15,84.16,83.98,84.84,4358
CPLE6F,2025-10-07,12.45,12.3,12.22,12.51,2439
XPLG11,2025-10-07,100.2,100.17,99.6,100.35,4349
HGRE11,2025-10-07,118.93,117.63,115.56,118.93,5107
PMLL11,2025-10-07,100.21,100,99.57,100.21,4850
ENGI4F,2025-10-07,8.94,8.94,8.9,9.09,92
AZEV4,2025-10-07,0.42,0.41,0.4,0.43,574
HBOR3,2025-10-07,3.71,3.21,3.21,3.74,5857
TAEE11F,2025-10-07,36.3,35.95,35.93,36.35,3999
ELETJ533,2025-10-07,0.52,0.3,0.28,0.52,12
BTHF11,2025-10-07,8.74,8.7,8.68,8.76,6241
TGAR11,2025-10-07,85.52,85.77,85.3,86.59,7342
VCJR11,2025-10-07,77.6,76.56,76.31,77.6,7050
ENEV3,2025-10-07,16.31,16.08,16.03,16.38,16658
CSNA3F,2025-10-07,8.7,8.44,8.4,8.73,1106
EGIE3,2025-10-07,39.88,40.15,39.68,40.79,14513
ROXO34,2025-10-07,13.66,13.6,13.39,13.85,15284
RBRY11,2025-10-07,95.54,95.58,95.16,95.75,7353
SAPR3,2025-10-07,7.76,7.49,7.39,7.77,542
BRCO11,2025-10-07,115.43,114.56,114.14,115.43,2816
M1TA34,2025-10-07,136.38,136.74,134.8,137.07,1176
GAME11,2025-10-07,8.49,8.44,8.42,8.49,882
ODPV3,2025-10-07,13.36,13.46,13.27,13.51,4265
AIEC11,2025-10-07,51.23,51.27,51.14,51.27,748
TVRI11,2025-10-07,94.2,93.5,93.3,94.5,1284
CSNAK789,2025-10-07,1.02,1.02,1.02,1.02,1
EVEN3,2025-10-07,7.24,7.13,7.01,7.27,4512
KNHY11,2025-10-07,99.93,99.62,99.52,100.39,9633
KCRE11,2025-10-07,8.42,8.43,8.4,8.43,1008
BRKMJ680,2025-10-07,0.23,0.26,0.23,0.32,12
PRNR3,2025-10-07,16.59,15.91,15.81,16.59,1850
SARE11,2025-10-07,4.7,4.72,4.7,4.77,602
RBHY11,2025-10-07,74.39,74.34,74.22,74.59,74
CSNAW849,2025-10-07,0.39,0.41,0.38,0.45,14
MULT3F,2025-10-07,27.92,27.41,27.18,27.92,871
Q2SC34,2025-10-07,28.4,27.47,26.89,29,47
RZAT11,2025-10-07,90.82,91.28,90.82,91.52,395
UNHH34,2025-10-07,27.64,27.76,27.35,27.86,191
CSNAK859,2025-10-07,0.6,0.48,0.46,0.6,37
FIVN11,2025-10-07,4.53,4.83,4.49,4.85,77
HABT11,2025-10-07,75.96,74.99,74.7,75.96,3486
ELETJ448,2025-10-07,8.9,8.35,8.35,8.9,4
JSAF11,2025-10-07,7.4,7.33,7.28,7.4,2810
ELETW455,2025-10-07,0.06,0.07,0.06,0.07,2
CPLET90,2025-10-07,0.05,0.04,0.03,0.05,17
XPCM11,2025-10-07,10.05,9.99,9.99,10.43,66
TOTSJ447,2025-10-07,0.52,0.5,0.5,0.55,9
NIKE34,2025-10-07,38.05,36.89,36.81,38.05,325
CSNAJ849,2025-10-07,0.31,0.21,0.21,0.34,102
ELETK570,2025-10-07,0.58,0.44,0.4,0.66,14
CSNAV860W2,2025-10-07,0.17,0.25,0.14,0.25,14
CXCO11,2025-10-07,58.6,58.7,58,59.74,129
CPLEJ13,2025-10-07,0.03,0.02,0.01,0.03,17
IRIM11,2025-10-07,66.56,66.42,65.71,66.56,34
M2ST34,2025-10-07,27.2,25.3,25.1,27.35,1636
RECT11,2025-10-07,34.23,33.95,33.87,34.23,353
EGIEW390,2025-10-07,0.32,0.25,0.25,0.33,34
CSNAJ909,2025-10-07,0.1,0.06,0.06,0.1,7
MULTV286,2025-10-07,1.1,1.02,0.99,1.1,4
CSNAK117,2025-10-07,0.02,0.02,0.02,0.02,1
RDNI3,2025-10-07,2.1,2.02,2.01,2.1,17
MULTX256,2025-10-07,0.38,0.37,0.37,0.38,2
S1TX34,2025-10-07,1267.45,1204.77,1191.74,1303.96,27
HGIC11,2025-10-07,68.4,65.16,65.16,68.4,19
MNDL3,2025-10-07,17.85,18.09,17.5,18.1,21
HAGA3F,2025-10-07,1.89,1.77,1.75,1.89,11
ELETK595,2025-10-07,0.2,0.16,0.16,0.21,7
IDKA11,2025-10-07,55.58,55.17,55.08,55.58,116
BEEFK765,2025-10-07,0.09,0.1,0.09,0.1,10
JFLL11,2025-10-07,68.73,67.47,67.43,68.73,39
TELB3F,2025-10-07,10.41,10.36,10.2,10.75,15
EGIEV401,2025-10-07,0.35,0.21,0.2,0.35,10
TUPYV130,2025-10-07,0.43,0.43,0.43,0.43,1
CSNAW899,2025-10-07,0.62,0.62,0.62,0.62,2
INRD11,2025-10-07,74,74.47,73.02,74.47,39
CSNAV749,2025-10-07,0.03,0.03,0.02,0.03,5
BRKMJ740,2025-10-07,0.1,0.09,0.07,0.1,9
DOHL4F,2025-10-07,3.75,3.75,3.75,3.94,6
CGAS3F,2025-10-07,124.99,125,122.97,125,14
DOHL4,2025-10-07,3.95,3.95,3.95,3.95,2
CXCI11,2025-10-07,67.1,67.28,67.05,67.28,57
CMIGW116,2025-10-07,0.18,0.21,0.18,0.23,35
VULCV205,2025-10-07,0.18,0.18,0.18,0.18,1
CSNAV909,2025-10-07,0.56,0.67,0.56,0.68,9
ALPAW991,2025-10-07,0.74,0.74,0.74,0.74,1
TAEEJ386,2025-10-07,0.02,0.01,0.01,0.02,4
PATC11,2025-10-07,39.35,38.95,38.95,39.35,58
ENGIK541,2025-10-07,0.53,0.38,0.38,0.53,2
ENMT4,2025-10-07,50,50,50,50,1
CPUR11,2025-10-07,10.56,10.55,10.39,10.56,24
MOAR3,2025-10-07,73.9,74,73.9,74,3
CMIGS111,2025-10-07,0.23,0.24,0.23,0.24,2
TAEEK386,2025-10-07,0.37,0.29,0.29,0.38,13
UNIP5F,2025-10-07,72.5,74.49,71.21,74.49,48
W1EL34,2025-10-07,455.4,462.04,455.4,462.29,3
HGBR11,2025-10-07,50.73,50.29,50.23,50.73,36
VSHO11,2025-10-07,74,73.99,73,74,45
AFLT3F,2025-10-07,7.29,7.42,7.26,7.42,22
HCHG11,2025-10-07,78.31,77.85,73.31,78.31,24
S2TA34,2025-10-07,39.19,38.72,38.52,39.19,8
FAED11,2025-10-07,152,152.89,151.99,153.88,30
PATA11,2025-10-07,10,9.99,9.07,10,6
FVPQ11,2025-10-07,65.85,66.15,65.85,66.6,29
IBBP11,2025-10-07,7.5,7.5,7.5,7.5,7
EGIEW398,2025-10-07,0.71,0.59,0.5,0.71,276
RANIK120,2025-10-07,0.47,0.56,0.47,0.6,10
BEEFJ741,2025-10-07,0.02,0.02,0.02,0.02,7
EGIEV41,2025-10-07,1.25,1.24,0.85,1.28,50
M2RV34,2025-10-07,47.99,46.51,46.02,47.99,25
EQTLV343,2025-10-07,0.16,0.23,0.16,0.23,11
EALT3,2025-10-07,12.38,12.21,12.21,12.7,9
BEEFV671,2025-10-07,0.23,0.17,0.17,0.23,12
P1DD34,2025-10-07,70.99,70.7,70.7,71.75,15
EQTLV350,2025-10-07,0.4,0.45,0.28,0.45,26
SAPRW338,2025-10-07,0.34,0.46,0.34,0.46,8
EGIEK383,2025-10-07,3.3,3.56,3.3,3.87,187
EGIEW443,2025-10-07,3.2,2.94,2.8,3.2,11
BEEFL800,2025-10-07,0.5,0.58,0.5,0.58,8
EGIEK448,2025-10-07,0.27,0.24,0.18,0.32,24
TAEEJ346,2025-10-07,2.39,2.2,2.2,2.4,6
ZIFI11,2025-10-07,506.7,520,505,520,9
ELETJ565,2025-10-07,4.06,3.81,3.81,4.06,3
NVHO11,2025-10-07,12.12,12.59,12.12,12.59,5
PDBM11,2025-10-07,115,115,115,115,1
LMTB34,2025-10-07,2741.1,2741.1,2741.1,2741.1,1
ODPVK138,2025-10-07,0.37,0.37,0.37,0.37,1
ALPAW911,2025-10-07,0.38,0.41,0.38,0.43,15
CSNAK969,2025-10-07,0.16,0.13,0.13,0.16,3
R2BL34,2025-10-07,66.8,68.53,65.54,68.53,38
TAEEV366,2025-10-07,0.21,0.21,0.15,0.27,20
CMIGJ130,2025-10-07,0.01,0.01,0.01,0.01,1
ELETJ510,2025-10-07,1.41,1.3,1.26,1.41,8
SAPRW333,2025-10-07,0.28,0.28,0.28,0.28,1
MELIN121,2025-10-07,23.15,23.15,23.15,23.15,1
MULTK281,2025-10-07,1.06,1.02,0.98,1.06,4
JHSFK620,2025-10-07,0.25,0.29,0.25,0.3,4
RIGG34,2025-10-07,18.35,18.54,18.19,18.54,14
TOTSV437,2025-10-07,0.66,0.78,0.66,0.8,6
BRKMV500,2025-10-07,0.02,0.02,0.02,0.02,1
EGIEV426,2025-10-07,1.38,1.35,1.23,1.38,4
ELETW498,2025-10-07,0.2,0.22,0.2,0.22,2
EQTLW345,2025-10-07,0.64,0.68,0.64,0.68,3
BRKMN700,2025-10-07,0.93,0.93,0.93,0.93,1
RRCI11,2025-10-07,79.6,79.01,79.01,79.6,4
URHF11,2025-10-07,78.88,76.49,75,78.88,19
ZAGH11,2025-10-07,10.03,10.04,9.8,10.04,10
EQTLW318,2025-10-07,0.16,0.17,0.16,0.17,2
CSNAK909,2025-10-07,0.3,0.27,0.27,0.3,2
CMIGW119,2025-10-07,0.28,0.32,0.28,0.33,24
RADLV198,2025-10-07,1.31,1.2,1.2,1.52,3
BRKMW780,2025-10-07,1.26,1.27,1.26,1.27,2
CPLEW123,2025-10-07,0.23,0.29,0.23,0.31,9
ENGIK481,2025-10-07,3.15,3.15,3.15,3.15,1
ROXOA135,2025-10-07,1.46,1.46,1.46,1.46,2
TOTSJ442,2025-10-07,0.69,0.65,0.55,0.7,7
BEEFK665,2025-10-07,0.44,0.43,0.36,0.45,6
RANIW842,2025-10-07,0.09,0.12,0.09,0.12,4
EGIEW385W1,2025-10-07,0.32,0.3,0.3,0.32,2
BEEFK625,2025-10-07,0.69,0.7,0.58,0.7,16
ENEVJ142,2025-10-07,1.97,1.93,1.93,1.98,4
CSNAJ880W2,2025-10-07,0.08,0.03,0.03,0.08,14
RADLV183,2025-10-07,0.27,0.37,0.27,0.43,7
UPAC34,2025-10-07,311,311,311,311,1
TUPYL892,2025-10-07,4,4,4,4,1
JHSFJ570,2025-10-07,0.5,0.54,0.5,0.54,3
EGIEJ436,2025-10-07,0.08,0.07,0.07,0.08,4
ENGIJ471,2025-10-07,2.75,2.75,2.75,2.75,1
CSNAV840W2,2025-10-07,0.07,0.11,0.07,0.14,5
TAEEX371,2025-10-07,0.9,1.04,0.9,1.06,12
BRKMX770,2025-10-07,1.01,1.26,1.01,1.26,2
CPLEJ12,2025-10-07,0.45,0.4,0.33,0.45,5
SAPRW343,2025-10-07,0.4,0.6,0.4,0.6,3
ALPAX880,2025-10-07,0.3,0.3,0.3,0.3,1
CPFEJ399,2025-10-07,0.11,0.08,0.08,0.11,3
CMIGK134,2025-10-07,0.02,0.02,0.02,0.02,1
CSNAW879,2025-10-07,0.53,0.57,0.53,0.59,3
PACL11,2025-10-07,100.91,100.91,100.91,100.91,1
BRKMV720W5,2025-10-07,0.67,0.75,0.66,0.75,4
BRKMV840,2025-10-07,1.67,1.7,1.62,1.75,7
ELETK471,2025-10-07,7.26,6.98,6.98,7.26,2
AZEV11F,2025-10-07,0.07,0.07,0.07,0.09,6
CMIGL2,2025-10-07,0.36,0.32,0.32,0.36,3
TAEEK406,2025-10-07,0.05,0.05,0.05,0.05,2
ELETJ6,2025-10-07,3.94,3.94,3.94,3.94,1
ELETK56,2025-10-07,1.8,1.53,1.53,1.8,10
TLNC34,2025-10-07,26.46,26.73,26.46,26.73,6
R1HI34,2025-10-07,180.9,178,178,180.9,2
ELETJ468,2025-10-07,6.5,6.5,6.5,6.5,1
MDIAV268,2025-10-07,0.3,0.3,0.3,0.3,1
MDIAJ290,2025-10-07,0.06,0.06,0.06,0.06,1
VLIDK206,2025-10-07,1.02,1.02,1.02,1.02,1
SAPRV351,2025-10-07,0.39,0.61,0.39,0.61,4
ENEVJ170,2025-10-07,0.08,0.06,0.06,0.08,5
BRKMW740,2025-10-07,0.95,0.94,0.86,0.99,16
JHSFJ627,2025-10-07,0.11,0.08,0.08,0.11,7
CSNAJ809,2025-10-07,0.65,0.5,0.48,0.65,8
ELETK505,2025-10-07,2.9,2.9,2.9,2.9,1
RADLJ203,2025-10-07,0.05,0.04,0.04,0.05,8
GSHP3F,2025-10-07,2.73,2.95,2.73,2.95,3
RADLW180,2025-10-07,0.61,0.76,0.61,0.76,6
ELETW487,2025-10-07,0.29,0.3,0.28,0.3,4
CMIGK111,2025-10-07,0.83,0.81,0.81,0.83,3
RANIJ823,2025-10-07,0.7,0.7,0.7,0.7,1
SAPRK393,2025-10-07,0.2,0.22,0.2,0.22,2
EZTCV147,2025-10-07,0.03,0.03,0.03,0.03,1
CSNAV800W2,2025-10-07,0.03,0.03,0.03,0.03,3
MYPKV118,2025-10-07,0.68,0.68,0.68,0.68,1
ELETW524,2025-10-07,0.97,0.97,0.97,0.97,1
RADLX145,2025-10-07,0.14,0.14,0.14,0.14,1
SOND5,2025-10-07,44.3,44.3,44.3,44.3,1
MULTK261,2025-10-07,2.25,2.27,2.17,2.33,4
BRKMV680W2,2025-10-07,0.26,0.24,0.24,0.26,2
ENEVK167,2025-10-07,0.47,0.47,0.47,0.47,1
BEEFW765,2025-10-07,1.01,1.01,1.01,1.01,2
MULTV291,2025-10-07,1.44,1.52,1.39,1.65,7
BEEFJ631,2025-10-07,0.37,0.35,0.35,0.37,8
CMIGX118,2025-10-07,0.4,0.4,0.4,0.41,6
P2AX34,2025-10-07,36.99,36.99,36.99,36.99,1
PNVLJ985,2025-10-07,0.03,0.03,0.03,0.03,1
W1MC34,2025-10-07,579.42,581.82,579.42,581.82,3
ROMIM900,2025-10-07,0.65,0.63,0.63,0.65,12
MWET4F,2025-10-07,10.06,10.06,10.06,10.06,1
ELETJ543,2025-10-07,0.17,0.14,0.14,0.17,3
OCRE11,2025-10-07,93.99,93.99,93.99,93.99,3
BRKMJ990,2025-10-07,0.01,0.01,0.01,0.01,1
BEEFJ700W2,2025-10-07,0.02,0.02,0.02,0.02,3
HETA4F,2025-10-07,4.61,4.61,4.61,4.61,2
EQTLK388,2025-10-07,0.34,0.27,0.27,0.34,3
ELETW452,2025-10-07,0.13,0.14,0.13,0.14,2
BRKMK800,2025-10-07,0.18,0.15,0.15,0.18,4
MULTK276,2025-10-07,1.21,1.27,1.21,1.28,4
HPDP11,2025-10-07,91.07,91.06,89,91.07,5
BRKMJ840,2025-10-07,0.02,0.02,0.02,0.02,8
ROMIK850,2025-10-07,0.15,0.15,0.15,0.15,1
CPLEJ118,2025-10-07,0.63,0.55,0.55,0.63,2
CMIGV110,2025-10-07,0.02,0.02,0.02,0.02,2
BRKMV950,2025-10-07,2.75,2.81,2.75,2.81,2
MULTK256,2025-10-07,2.68,2.68,2.68,2.68,1
ALPAV951,2025-10-07,0.3,0.35,0.3,0.35,2
BRKMV740W2,2025-10-07,0.65,0.75,0.64,0.75,3
TOTSW433,2025-10-07,1.27,1.27,1.27,1.27,1
VULCK221,2025-10-07,0.21,0.13,0.13,0.21,2
ELETW453,2025-10-07,0.05,0.07,0.05,0.07,4
CPLEG110,2025-10-07,2.46,2.39,2.39,2.46,2
CPLER927,2025-10-07,0.03,0.03,0.03,0.03,2
MULTW276,2025-10-07,0.89,0.79,0.79,0.89,3
EGIEL403,2025-10-07,1,2,1,2,2
ALPAW871,2025-10-07,0.25,0.25,0.25,0.25,1
CPLEH90,2025-10-07,4.65,4.64,4.64,4.65,2
ELETJ578,2025-10-07,0.03,0.02,0.02,0.03,8
BEEFW585,2025-10-07,0.07,0.07,0.07,0.07,1
BRKMK720,2025-10-07,0.36,0.36,0.36,0.36,1
ELETK480,2025-10-07,4.86,4.85,4.85,4.95,7
CGAS5,2025-10-07,129.89,128,128,130,6
JHSFJ597,2025-10-07,0.29,0.29,0.29,0.29,1
BEEFL581,2025-10-07,1,1,1,1,1
CEDO4,2025-10-07,12.21,11.9,11.9,12.25,4
TUPYV160,2025-10-07,3.35,3.35,3.35,3.35,1
